customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,cluster,cluster_name
ZU18643,nevada,3660.770258,no,extended,bachelor,2011-01-18,employed,m,64495,urban,married,92,34,30,0,1,corporate auto,corporate l2,offer4,web,251.992083,four-door car,medsize,2,Riskmakers
AZ82578,california,7928.829252,no,basic,college,2011-01-30,unemployed,f,0,suburban,married,72,7,75,0,2,corporate auto,corporate l3,offer1,call center,345.6,four-door car,medsize,2,Riskmakers
XC67861,arizona,5011.751577,no,basic,bachelor,2011-01-09,employed,f,28859,suburban,divorced,67,24,51,3,4,corporate auto,corporate l2,offer1,call center,321.6,two-door car,medsize,2,Riskmakers
YC43143,arizona,7988.258292,no,extended,high school or below,2011-02-01,employed,f,77330,rural,married,99,0,21,0,3,personal auto,personal l3,offer2,web,99.257608,four-door car,medsize,2,Riskmakers
EK59571,oregon,3885.456401,yes,premium,college,2011-02-28,unemployed,m,0,suburban,married,105,3,92,0,1,corporate auto,corporate l2,offer1,branch,504.0,four-door car,large,0,Steady Eddies
GD83998,washington,2659.337982,no,basic,bachelor,2011-01-31,employed,m,24495,suburban,single,70,29,65,0,1,personal auto,personal l2,offer4,branch,336.0,four-door car,small,2,Riskmakers
WA25797,washington,8564.768226,yes,basic,high school or below,2011-02-17,employed,m,95697,rural,married,107,29,29,0,9,personal auto,personal l3,offer2,agent,178.006524,sports car,medsize,1,High Rollers
PD27940,arizona,4885.162511,no,extended,high school or below,2011-02-12,disabled,m,26372,suburban,married,126,11,7,0,1,personal auto,personal l3,offer4,agent,604.8,suv,medsize,0,Steady Eddies
BS77946,arizona,9753.307106,no,extended,bachelor,2011-02-24,medical leave,f,17514,rural,married,127,2,5,0,3,personal auto,personal l1,offer1,branch,8.312729,suv,medsize,2,Riskmakers
YM50253,california,2946.153697,no,basic,bachelor,2011-02-01,employed,f,89270,urban,single,74,17,90,0,1,personal auto,personal l3,offer2,branch,316.599228,four-door car,medsize,2,Riskmakers
NR15332,california,2581.110945,no,basic,high school or below,2011-02-06,employed,m,29757,suburban,married,65,13,55,0,1,personal auto,personal l2,offer2,web,312.0,four-door car,small,2,Riskmakers
RC62865,oregon,3517.385764,no,extended,college,2011-01-23,employed,m,51814,rural,single,92,28,89,0,1,personal auto,personal l2,offer3,agent,56.300724,four-door car,medsize,2,Riskmakers
CC15295,oregon,9743.350113,no,extended,bachelor,2011-01-21,employed,f,24028,suburban,married,82,14,27,0,2,personal auto,personal l2,offer2,agent,393.6,four-door car,small,2,Riskmakers
KA61892,arizona,3873.647046,yes,basic,college,2011-01-20,retired,m,28142,suburban,married,105,18,50,0,1,personal auto,personal l3,offer2,agent,701.708239,sports car,medsize,0,Steady Eddies
OS94884,arizona,7649.28199,no,basic,bachelor,2011-01-06,employed,f,52705,rural,married,64,14,8,1,2,personal auto,personal l2,offer1,web,128.705563,two-door car,large,2,Riskmakers
ND87334,california,2287.59692,no,basic,high school or below,2011-02-22,unemployed,m,0,suburban,married,63,1,5,0,1,corporate auto,corporate l3,offer2,agent,679.368378,two-door car,medsize,0,Steady Eddies
ML93326,washington,4475.424592,no,basic,college,2011-02-27,employed,f,84903,urban,married,111,7,63,0,1,personal auto,personal l1,offer1,agent,497.126827,suv,medsize,0,Steady Eddies
YL74911,california,8714.922135,yes,basic,college,2011-02-21,unemployed,f,0,suburban,divorced,118,14,64,0,4,personal auto,personal l3,offer1,agent,566.4,suv,medsize,0,Steady Eddies
JP69864,washington,2248.449633,yes,basic,bachelor,2011-01-29,retired,f,24910,suburban,single,63,7,63,1,1,personal auto,personal l1,offer1,branch,347.857619,four-door car,medsize,2,Riskmakers
HL53154,california,7416.197322,no,extended,bachelor,2011-02-22,unemployed,m,0,suburban,single,77,15,12,2,2,personal auto,personal l3,offer1,agent,554.4,four-door car,medsize,0,Steady Eddies
RI78966,oregon,7771.158973,no,basic,master,2011-02-21,medical leave,m,21876,suburban,married,68,12,28,0,2,personal auto,personal l3,offer1,agent,465.41477,four-door car,small,2,Riskmakers
IC13702,california,6968.3419,no,basic,bachelor,2011-01-10,unemployed,f,0,suburban,single,69,33,61,1,2,personal auto,personal l3,offer1,agent,496.8,four-door car,small,0,Steady Eddies
BE10809,california,4250.282624,yes,basic,high school or below,2011-01-18,unemployed,f,0,suburban,single,61,17,1,1,7,personal auto,personal l1,offer1,agent,292.8,four-door car,small,1,High Rollers
HT87217,oregon,19776.56654,no,extended,high school or below,2011-01-16,employed,f,70699,urban,divorced,82,1,57,0,2,personal auto,personal l2,offer3,agent,256.813837,four-door car,medsize,2,Riskmakers
TH95618,california,21343.46599,no,basic,high school or below,2011-01-06,unemployed,f,0,suburban,married,74,11,85,1,2,personal auto,personal l2,offer1,agent,355.2,four-door car,medsize,2,Riskmakers
TS19868,california,2413.139714,no,basic,college,2011-01-27,medical leave,m,27501,suburban,married,63,20,0,0,1,personal auto,personal l1,offer4,branch,542.319401,four-door car,medsize,0,Steady Eddies
LP45550,oregon,15363.84716,no,premium,doctor,2011-01-15,disabled,f,15897,urban,divorced,101,30,99,0,2,personal auto,personal l3,offer2,agent,303.148399,four-door car,medsize,2,Riskmakers
QR87004,nevada,8456.961887,no,basic,college,2011-01-09,employed,f,25141,rural,divorced,73,12,4,1,2,personal auto,personal l3,offer3,agent,25.438063,four-door car,medsize,2,Riskmakers
OE75747,nevada,2189.642522,no,basic,college,2011-01-28,unemployed,f,0,suburban,married,61,5,46,3,1,personal auto,personal l2,offer3,agent,292.8,four-door car,small,2,Riskmakers
DX91392,california,5780.182197,yes,basic,high school or below,2011-02-26,employed,m,51066,suburban,single,74,23,0,0,8,personal auto,personal l2,offer2,call center,787.993313,four-door car,medsize,1,High Rollers
AB72731,california,4639.981638,no,basic,bachelor,2011-01-04,employed,f,28358,rural,married,117,24,37,0,1,personal auto,personal l2,offer2,call center,84.024413,sports car,medsize,2,Riskmakers
RU49126,washington,4465.335703,no,basic,college,2011-02-01,employed,f,61846,rural,married,112,1,48,0,1,personal auto,personal l2,offer2,agent,215.8182,suv,medsize,2,Riskmakers
IS12901,arizona,5968.118877,no,basic,bachelor,2011-01-27,employed,f,90972,urban,married,74,3,47,0,8,personal auto,personal l3,offer2,call center,232.926145,two-door car,medsize,1,High Rollers
IX37561,washington,5097.763337,no,basic,college,2011-02-14,unemployed,f,0,suburban,single,74,3,95,0,7,personal auto,personal l3,offer3,web,532.8,two-door car,medsize,1,High Rollers
HH90090,california,4076.634665,no,basic,bachelor,2011-01-23,employed,f,29549,suburban,divorced,104,17,51,0,1,personal auto,personal l2,offer2,call center,710.433775,sports car,small,0,Steady Eddies
IU25463,california,12252.60179,no,premium,bachelor,2011-02-18,unemployed,f,0,suburban,married,115,12,17,1,2,personal auto,personal l2,offer1,agent,552.0,four-door car,medsize,0,Steady Eddies
KC11055,nevada,16936.27147,no,extended,bachelor,2011-01-24,employed,f,39411,suburban,married,217,4,29,2,4,personal auto,personal l3,offer3,branch,1122.658899,luxury car,medsize,3,Fresh Starts
PD33979,oregon,4892.435461,no,basic,high school or below,2011-02-18,employed,m,21709,suburban,married,62,28,17,0,3,personal auto,personal l2,offer2,branch,408.374746,four-door car,large,2,Riskmakers
NK71023,nevada,9942.304791,no,extended,bachelor,2011-01-19,employed,m,67890,suburban,single,85,23,57,0,2,personal auto,personal l2,offer4,agent,408.0,four-door car,small,2,Riskmakers
AB13432,california,3735.838129,no,basic,bachelor,2011-01-04,unemployed,m,0,suburban,single,110,3,16,0,1,personal auto,personal l3,offer1,agent,792.0,suv,medsize,0,Steady Eddies
OZ97704,california,13117.52215,no,basic,high school or below,2011-02-07,employed,f,84311,suburban,single,111,11,98,4,2,personal auto,personal l3,offer3,call center,532.8,suv,small,0,Steady Eddies
UF46533,california,4574.524094,no,basic,college,2011-01-30,employed,f,99316,suburban,single,114,26,53,0,1,corporate auto,corporate l3,offer2,branch,754.358929,suv,medsize,0,Steady Eddies
XP47431,arizona,5470.060561,yes,extended,bachelor,2011-02-17,employed,f,54507,suburban,married,138,20,11,0,1,personal auto,personal l1,offer2,agent,702.990032,suv,medsize,0,Steady Eddies
GK73582,california,2978.84601,no,extended,bachelor,2011-01-13,employed,f,64586,urban,single,76,3,17,0,1,personal auto,personal l1,offer3,branch,206.837111,four-door car,medsize,2,Riskmakers
RV98763,oregon,6410.967544,no,extended,college,2011-02-08,employed,m,61709,urban,married,82,5,41,2,7,personal auto,personal l3,offer3,branch,275.395894,four-door car,medsize,1,High Rollers
II62831,california,4479.023088,no,basic,master,2011-01-29,employed,m,94656,urban,married,111,12,79,1,1,special auto,special l2,offer4,web,459.738128,suv,medsize,0,Steady Eddies
XK33449,california,2383.731879,no,basic,high school or below,2011-02-05,unemployed,f,0,suburban,single,69,5,40,0,1,special auto,special l3,offer4,branch,496.8,two-door car,small,0,Steady Eddies
TR85083,california,2764.493659,no,basic,bachelor,2011-01-20,employed,m,61085,suburban,married,70,27,34,1,1,personal auto,personal l3,offer2,branch,336.0,two-door car,medsize,2,Riskmakers
EO95328,oregon,7920.105377,no,basic,bachelor,2011-01-27,employed,f,89284,suburban,married,67,7,31,3,2,personal auto,personal l2,offer4,agent,321.6,two-door car,small,2,Riskmakers
EN21086,arizona,6889.097981,no,basic,high school or below,2011-01-09,unemployed,f,0,suburban,divorced,63,6,12,0,2,personal auto,personal l2,offer1,branch,302.4,four-door car,small,2,Riskmakers
YL83902,washington,3274.194616,no,extended,bachelor,2011-01-11,employed,f,31686,suburban,married,81,11,33,0,1,personal auto,personal l3,offer1,agent,430.994107,four-door car,small,2,Riskmakers
AZ62651,oregon,9951.707743,no,premium,high school or below,2011-02-17,employed,m,56855,suburban,single,255,12,1,0,1,corporate auto,corporate l3,offer4,web,1836.0,luxury suv,medsize,3,Fresh Starts
ZW25874,oregon,2521.555686,no,basic,bachelor,2011-02-16,employed,m,53703,rural,single,67,3,45,2,1,special auto,special l3,offer1,branch,67.632476,four-door car,medsize,2,Riskmakers
EH41854,washington,23706.11337,no,extended,high school or below,2011-02-10,unemployed,f,0,suburban,single,96,12,35,1,2,personal auto,personal l1,offer3,branch,844.481918,two-door car,medsize,0,Steady Eddies
MW70227,california,6047.02516,yes,extended,college,2011-02-19,employed,m,20396,suburban,married,76,15,60,1,4,personal auto,personal l1,offer1,branch,364.8,four-door car,medsize,2,Riskmakers
SL22297,california,11140.30248,no,premium,master,2011-01-21,disabled,f,27679,suburban,single,150,30,28,0,3,personal auto,personal l1,offer1,call center,722.486994,suv,medsize,0,Steady Eddies
RV14138,nevada,4334.064096,yes,extended,bachelor,2011-02-27,retired,f,23904,suburban,single,123,1,67,3,1,personal auto,personal l3,offer1,agent,590.4,suv,medsize,0,Steady Eddies
UO62808,arizona,2799.74791,no,basic,high school or below,2011-02-04,employed,f,65351,suburban,married,69,4,54,0,1,corporate auto,corporate l1,offer2,call center,481.027516,four-door car,medsize,2,Riskmakers
ZX64745,california,7923.136624,no,basic,college,2011-01-18,unemployed,m,0,suburban,single,113,20,1,0,7,personal auto,personal l2,offer1,agent,1124.427734,suv,medsize,3,Fresh Starts
FL34139,california,3688.110888,no,basic,high school or below,2011-02-03,unemployed,m,0,suburban,single,63,0,54,3,7,personal auto,personal l2,offer1,call center,669.682001,four-door car,medsize,1,High Rollers
TS11219,california,12067.45599,no,basic,college,2011-01-02,unemployed,m,0,suburban,single,116,14,35,0,2,personal auto,personal l2,offer1,agent,1284.093173,suv,medsize,3,Fresh Starts
XX12304,california,2924.976721,no,basic,college,2011-01-09,employed,f,64459,urban,married,72,16,64,0,1,personal auto,personal l1,offer2,branch,240.259479,four-door car,medsize,2,Riskmakers
SD64087,california,15014.0927,no,premium,college,2011-01-19,employed,m,32961,suburban,married,190,13,53,0,3,corporate auto,corporate l2,offer1,branch,912.0,suv,small,3,Fresh Starts
OY38576,oregon,9277.233839,no,basic,high school or below,2011-01-11,employed,f,71416,suburban,divorced,116,10,0,0,3,corporate auto,corporate l3,offer2,agent,556.8,suv,medsize,0,Steady Eddies
BG76355,washington,6274.123875,no,extended,bachelor,2011-01-31,employed,f,68964,rural,married,78,15,6,0,3,personal auto,personal l3,offer3,web,115.086827,four-door car,medsize,2,Riskmakers
IP66913,california,3886.647414,no,extended,high school or below,2011-01-11,employed,m,78108,suburban,single,98,12,34,0,1,personal auto,personal l3,offer2,agent,470.4,two-door car,small,0,Steady Eddies
LE95702,california,4386.277558,yes,basic,college,2011-02-11,retired,m,10621,suburban,single,67,28,22,0,5,special auto,special l3,offer1,agent,321.6,four-door car,medsize,1,High Rollers
KX54357,washington,11365.26766,no,extended,college,2011-01-22,employed,m,84910,urban,married,95,4,69,0,2,corporate auto,corporate l3,offer2,web,383.167471,two-door car,small,2,Riskmakers
EZ78112,california,5610.96434,no,basic,high school or below,2011-02-24,employed,f,77493,urban,single,70,2,35,0,3,special auto,special l3,offer1,agent,307.963291,four-door car,medsize,2,Riskmakers
XN16891,arizona,2912.892035,no,basic,college,2011-02-28,employed,m,81097,suburban,divorced,74,7,67,0,1,personal auto,personal l1,offer4,agent,355.2,four-door car,small,2,Riskmakers
XK31350,oregon,6915.729915,no,extended,college,2011-01-25,employed,f,96610,suburban,married,85,6,23,0,3,corporate auto,corporate l1,offer4,call center,520.364752,four-door car,large,0,Steady Eddies
CC30924,oregon,6262.663307,no,premium,college,2011-02-26,employed,m,30110,urban,married,159,20,71,0,1,corporate auto,corporate l3,offer4,agent,466.436375,sports car,small,0,Steady Eddies
IT78748,oregon,6503.397049,yes,extended,high school or below,2011-02-19,disabled,f,22081,suburban,married,84,1,9,0,6,special auto,special l3,offer1,agent,451.670309,two-door car,small,1,High Rollers
KY33386,washington,8007.399376,yes,basic,high school or below,2011-01-02,unemployed,f,0,suburban,divorced,112,12,93,0,3,personal auto,personal l3,offer1,web,537.6,sports car,medsize,0,Steady Eddies
CO44221,california,2929.916512,no,basic,college,2011-01-02,employed,m,98473,suburban,married,72,19,69,0,1,personal auto,personal l1,offer2,branch,345.6,four-door car,medsize,2,Riskmakers
LK60013,oregon,5969.55297,no,basic,bachelor,2011-01-26,employed,f,97431,suburban,married,74,1,72,0,3,personal auto,personal l2,offer3,branch,355.2,four-door car,medsize,2,Riskmakers
DE21533,california,5473.15987,no,basic,bachelor,2011-02-02,employed,m,93870,suburban,divorced,69,1,96,0,8,personal auto,personal l2,offer1,call center,331.2,four-door car,medsize,1,High Rollers
YS94121,nevada,5645.396665,no,basic,high school or below,2011-02-27,employed,m,50366,suburban,divorced,72,9,5,0,9,personal auto,personal l1,offer1,call center,428.734656,four-door car,small,1,High Rollers
UK68427,washington,6369.262355,yes,extended,high school or below,2011-01-20,employed,m,34498,suburban,single,83,30,72,0,7,personal auto,personal l3,offer2,branch,398.4,two-door car,small,1,High Rollers
TE49565,oregon,11833.76732,no,basic,college,2011-01-17,disabled,f,16552,suburban,married,103,23,53,0,2,personal auto,personal l3,offer2,call center,494.4,suv,small,0,Steady Eddies
RA88421,oregon,6121.107929,no,extended,college,2011-01-17,employed,f,26787,suburban,married,77,7,50,0,5,personal auto,personal l3,offer3,branch,369.6,four-door car,medsize,1,High Rollers
KQ51983,nevada,5159.369746,no,basic,college,2011-02-24,unemployed,m,0,suburban,single,74,2,42,0,9,personal auto,personal l1,offer1,branch,831.752839,two-door car,medsize,1,High Rollers
CD88896,nevada,2514.59196,yes,basic,high school or below,2011-02-14,employed,f,43860,rural,single,65,15,58,0,1,corporate auto,corporate l3,offer2,agent,156.124914,four-door car,medsize,2,Riskmakers
YV22553,arizona,8668.611261,no,basic,high school or below,2011-02-20,employed,m,21474,urban,married,114,13,72,2,9,corporate auto,corporate l3,offer1,agent,373.428187,suv,small,1,High Rollers
WU14435,california,4960.965384,no,basic,bachelor,2011-02-19,disabled,m,18174,suburban,married,66,8,16,0,9,corporate auto,corporate l1,offer1,agent,395.934815,four-door car,small,1,High Rollers
XV84099,arizona,5504.139033,yes,basic,bachelor,2011-02-08,unemployed,f,0,suburban,married,73,18,45,0,5,corporate auto,corporate l1,offer1,call center,350.4,four-door car,medsize,1,High Rollers
RI24911,arizona,7507.455372,yes,basic,college,2011-02-06,employed,m,60920,urban,single,64,10,61,0,2,personal auto,personal l3,offer2,agent,231.201886,two-door car,medsize,2,Riskmakers
KO26461,arizona,32269.85139,no,extended,high school or below,2011-02-27,employed,m,41520,urban,married,90,18,70,0,2,personal auto,personal l2,offer1,agent,289.904105,four-door car,medsize,2,Riskmakers
HI14283,oregon,5657.031588,no,premium,bachelor,2011-02-01,unemployed,f,0,suburban,married,152,12,89,0,1,personal auto,personal l3,offer1,web,729.6,suv,small,0,Steady Eddies
PT50227,arizona,5061.757902,no,basic,high school or below,2011-02-23,unemployed,m,0,suburban,married,68,19,16,0,8,personal auto,personal l3,offer3,call center,326.4,two-door car,medsize,1,High Rollers
